Year,Month_[1-12],Day_[1-31],Julian_Day_[1-366],Hour_[1-24],Sensible_Heat_Flux_[Watt/meter^2],Surface_Friction_Velocity_[meters/second],Convective_Velocity_Scale_[meters/second],Vertical_Potential_Temperature_Gradient_above_PBL_[kelvin/meter],Convective_Mixing_Height_[meters],Mechanical_Mixing_Height_[meters],Monin-Obukhov_Length_[meters],Surface_Roughness_Length_[meters],Bowen_Ratio,Albedo,Wind_Speed_[meters/second],Wind_Direction_[degrees],Height_of_Anemometer_[meters],Temperature_[kelvin],Height_at_which_Temperature_was_Measured_[meters],Precipitation_Type_Code,Precipitation_Amount_[millmeters/hour],Relative_Humidity_[%],Surface_Pressure_[millibar],Cloud_Cover_[tenths],Data_Flag,
23,1,19,19,5,-0.4,0.026,-9,-9,-999,38,3.5,0.2793,0.44,1,0.5,233,14,297.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,1,19,19,6,-0.7,0.034,-9,-9,-999,15,5.3,0.73,0.44,1,0.5,98,14,296.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,1,19,19,7,10.2,0.234,0.382,0.005,196,271,-112.5,0.2793,0.44,0.37,2.1,262,14,297.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,1,19,19,8,49.9,0.199,0.821,0.005,399,213,-14.1,0.73,0.44,0.22,1,92,14,297.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,1,19,19,9,87.2,0.26,1.166,0.005,654,318,-18.2,0.5791,0.44,0.17,1.5,197,14,297.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,1,19,19,10,118.1,0.208,1.483,0.005,996,228,-6.8,0.5791,0.44,0.16,1,211,14,297.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,1,19,19,11,141.5,0.23,1.657,0.006,1159,265,-7.8,0.2793,0.44,0.16,1.5,234,14,298.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,19,19,12,155.6,0.277,1.758,0.006,1260,351,-12.4,0.5791,0.44,0.16,1.5,219,14,299.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,19,19,13,178.3,0.3,1.89,0.006,1367,394,-13.6,0.73,0.44,0.16,1.5,130,14,300.1,2,0,0,79,1010,3,NAD-SFC,NoSubs
23,1,19,19,14,173,0.374,1.913,0.006,1462,549,-27.2,0.73,0.44,0.16,2.1,110,14,300.1,2,0,0,84,1010,3,NAD-SFC,NoSubs
23,1,19,19,15,140.2,0.67,1.814,0.006,1537,1316,-193.3,0.73,0.44,0.16,4.6,121,14,301.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,1,19,19,16,116.2,0.803,1.72,0.005,1581,1721,-401,0.73,0.44,0.16,5.7,93,14,301.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,1,19,19,17,84.4,0.719,1.556,0.005,1611,1475,-396,0.73,0.44,0.18,5.1,94,14,301.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,1,19,19,18,46.4,0.686,1.279,0.005,1627,1368,-627.4,0.6636,0.44,0.23,5.1,88,14,301.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,1,19,19,19,6.8,0.693,0.676,0.005,1627,1385,-4394.6,0.73,0.44,0.4,5.1,90,14,300.1,2,0,0,84,1010,6,NAD-SFC,NoSubs
23,1,19,19,20,-50.9,0.584,-9,-9,-999,1085,352,0.73,0.44,1,4.6,104,14,299.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,19,19,21,-57.1,0.656,-9,-9,-999,1272,444.2,0.73,0.44,1,5.1,97,14,299.1,2,0,0,84,1010,6,NAD-SFC,NoSubs
23,1,19,19,22,-57.3,0.656,-9,-9,-999,1274,442.6,0.73,0.44,1,5.1,121,14,298.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,19,19,23,-38,0.435,-9,-9,-999,738,194.5,0.73,0.44,1,3.6,118,14,298.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,19,19,24,-11.1,0.138,-9,-9,-999,283,21.2,0.6636,0.44,1,2.1,46,14,298.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,20,20,1,-2.8,0.07,-9,-9,-999,85,11.2,0.8204,0.44,1,1,159,14,298.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,20,20,2,-0.7,0.034,-9,-9,-999,19,5.3,0.73,0.44,1,0.5,93,14,298.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,20,20,3,-999,-9,-9,-9,-999,-999,-99999,0.5371,0.44,1,0,0,14,297.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,1,20,20,4,-6.3,0.106,-9,-9,-999,83,16.8,0.8204,0.44,1,1.5,174,14,297.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,1,20,20,5,-6,0.102,-9,-9,-999,78,15.8,0.73,0.44,1,1.5,107,14,297.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,1,20,20,6,-7.7,0.107,-9,-9,-999,84,14.5,0.2793,0.44,1,2.1,233,14,297.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,1,20,20,7,9.4,0.212,0.383,0.005,213,235,-91.3,0.5791,0.44,0.37,1.5,195,14,296.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,1,20,20,8,49.1,0.393,0.875,0.005,492,592,-111.8,0.4358,0.44,0.22,3.1,308,14,296.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,1,20,20,9,94.6,0.285,1.201,0.005,661,373,-22.1,0.3161,0.44,0.17,2.1,350,14,296.1,2,0,0,97,1010,4,NAD-SFC,NoSubs
23,1,20,20,10,117.5,0.193,1.391,0.005,827,208,-5.5,0.4358,0.44,0.16,1,305,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,20,20,11,140.9,0.335,1.59,0.005,1029,466,-24.1,0.2793,0.44,0.16,2.6,268,14,297.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,20,20,12,173.4,0.534,1.788,0.006,1190,938,-79.3,0.4358,0.44,0.16,4.1,296,14,298.1,2,0,0,89,1010,3,NAD-SFC,NoSubs
23,1,20,20,13,178.2,0.448,1.864,0.006,1312,727,-45.5,0.3161,0.44,0.16,3.6,323,14,300.1,2,0,0,79,1010,3,NAD-SFC,NoSubs
23,1,20,20,14,172.7,0.344,1.894,0.007,1420,493,-21.3,0.5371,0.44,0.16,2.1,999,14,301.1,2,0,0,74,1010,1,NAD-SFC,NoSubs
23,1,20,20,15,156.7,0.383,1.873,0.006,1513,569,-32.4,0.4728,0.44,0.16,2.6,22,14,302.1,2,0,0,58,1010,3,NAD-SFC,NoSubs
23,1,20,20,16,128.9,0.906,1.777,0.005,1570,2069,-519.1,0.6636,0.44,0.16,6.7,83,14,301.1,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,1,20,20,17,91.5,0.797,1.598,0.007,1608,1730,-498.1,0.73,0.44,0.18,5.7,91,14,302.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,1,20,20,18,47.7,0.954,1.291,0.005,1627,2228,-1640.2,0.6636,0.44,0.23,7.2,89,14,302.1,2,0,0,66,1010,1,NAD-SFC,NoSubs
23,1,20,20,19,1.8,0.814,0.431,0.007,1624,1796,-8888,0.6636,0.44,0.4,6.2,87,14,300.1,2,0,0,74,1010,1,NAD-SFC,NoSubs
23,1,20,20,20,-64,0.716,-9,-9,-999,1473,516.4,0.6636,0.44,1,5.7,85,14,300.1,2,0,0,74,1010,1,NAD-SFC,NoSubs
23,1,20,20,21,-58.5,0.555,-9,-9,-999,1024,263.2,0.6636,0.44,1,4.6,89,14,300.1,2,0,0,79,1010,1,NAD-SFC,NoSubs
23,1,20,20,22,-42.9,0.406,-9,-9,-999,644,140.3,0.6636,0.44,1,3.6,84,14,299.1,2,0,0,84,1010,1,NAD-SFC,NoSubs
23,1,20,20,23,-42.9,0.406,-9,-9,-999,621,140.3,0.6636,0.44,1,3.6,69,14,299.1,2,0,0,84,1010,1,NAD-SFC,NoSubs
23,1,20,20,24,-2.4,0.059,-9,-9,-999,330,7.8,0.4728,0.44,1,1,18,14,299.1,2,0,0,84,1010,1,NAD-SFC,NoSubs
23,1,21,21,1,-5.3,0.089,-9,-9,-999,102,11.7,0.4728,0.44,1,1.5,39,14,298.1,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,1,21,21,2,-2.5,0.061,-9,-9,-999,37,8.3,0.5371,0.44,1,1,999,14,298.1,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,1,21,21,3,-5.3,0.089,-9,-9,-999,63,11.7,0.4728,0.44,1,1.5,9,14,298.1,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,1,21,21,4,-4.1,0.079,-9,-9,-999,53,10.9,0.3161,0.44,1,1.5,330,14,298.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,21,21,5,-37.3,0.427,-9,-9,-999,669,187.6,0.4358,0.44,1,4.1,287,14,298.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,21,21,6,-28,0.274,-9,-9,-999,361,66.1,0.4358,0.44,1,3.1,301,14,297.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,1,21,21,7,7.6,0.194,0.372,0.005,244,208,-86.9,0.4358,0.44,0.37,1.5,309,14,297.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,1,21,21,8,50.2,0.342,0.961,0.005,637,480,-71.9,0.4358,0.44,0.22,2.6,297,14,296.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,1,21,21,9,-999,-9,-9,-9,637,-999,-99999,0.3161,0.44,0.17,3.6,315,14,296.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,1,21,21,10,-999,-9,-9,-9,639,-999,-99999,0.3161,0.44,0.16,2.6,320,14,298.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,1,21,21,11,-999,-9,-9,-9,639,-999,-99999,0.4358,0.44,0.16,3.1,292,14,298.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,1,21,21,12,-999,-9,-9,-9,641,-999,-99999,0.3161,0.44,0.16,2.6,345,14,300.1,2,0,0,70,1010,99,NAD-SFC,NoSubs
23,1,21,21,13,-999,-9,-9,-9,642,-999,-99999,0.3161,0.44,0.16,2.6,349,14,301.1,2,0,0,62,1010,99,NAD-SFC,NoSubs
23,1,21,21,14,173.5,0.399,1.698,0.005,1018,606,-33.1,0.3161,0.44,0.16,3.1,356,14,303.1,2,0,0,59,1010,1,NAD-SFC,NoSubs
23,1,21,21,15,156.7,0.542,1.725,0.005,1183,958,-91.6,0.4728,0.44,0.16,4.1,10,14,304.1,2,0,0,55,1010,1,NAD-SFC,NoSubs
23,1,21,21,16,129,0.581,1.67,0.005,1302,1062,-137.1,0.3161,0.44,0.16,5.1,338,14,304.1,2,0,0,59,1010,1,NAD-SFC,NoSubs
23,1,21,21,17,92.4,0.572,1.524,0.006,1381,1039,-182.6,0.3161,0.44,0.18,5.1,348,14,304.1,2,0,0,59,1010,1,NAD-SFC,NoSubs
23,1,21,21,18,48.5,0.89,1.241,0.009,1421,2014,-1309.2,0.6636,0.44,0.23,6.7,64,14,304.1,2,0,0,62,1010,1,NAD-SFC,NoSubs
23,1,21,21,19,2.5,0.88,0.461,0.009,1420,1981,-8888,0.6636,0.44,0.4,6.7,66,14,302.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,1,21,21,20,-63.3,0.628,-9,-9,-999,1275,352.4,0.6636,0.44,1,5.1,59,14,301.1,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,1,21,21,21,-36.4,0.419,-9,-9,-999,710,182.4,0.6636,0.44,1,3.6,76,14,300.1,2,0,0,79,1010,6,NAD-SFC,NoSubs
23,1,21,21,22,-32.3,0.371,-9,-9,-999,547,143,0.4728,0.44,1,3.6,7,14,300.1,2,0,0,79,1010,6,NAD-SFC,NoSubs
23,1,21,21,23,-43.7,0.503,-9,-9,-999,857,262.8,0.4728,0.44,1,4.6,18,14,300.1,2,0,0,79,1010,6,NAD-SFC,NoSubs
23,1,21,21,24,-43.9,0.503,-9,-9,-999,857,261.8,0.4728,0.44,1,4.6,9,14,299.1,2,0,0,84,1010,6,NAD-SFC,NoSubs
23,1,22,22,1,-0.5,0.03,-9,-9,-999,672,4.7,0.4728,0.44,1,0.5,12,14,299.1,2,0,0,84,1010,8,NAD-SFC,NoSubs
23,1,22,22,2,-36.9,0.511,-9,-9,-999,875,324.9,0.4728,0.44,1,4.6,1,14,299.1,2,0,0,89,1010,8,NAD-SFC,NoSubs
23,1,22,22,3,-32.7,0.453,-9,-9,-999,734,255.3,0.3161,0.44,1,4.6,340,14,299.1,2,0,0,89,1010,8,NAD-SFC,NoSubs
23,1,22,22,4,-38.3,0.378,-9,-9,-999,561,126.4,0.3161,0.44,1,4.1,354,14,299.1,2,0,0,89,1010,3,NAD-SFC,NoSubs
23,1,22,22,5,-14.5,0.2,-9,-9,-999,242,50,0.3161,0.44,1,2.6,345,14,299.1,2,0,0,89,1010,8,NAD-SFC,NoSubs
23,1,22,22,6,-32.3,0.371,-9,-9,-999,543,142.3,0.4728,0.44,1,3.6,2,14,299.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,22,22,7,9.2,0.368,0.362,0.005,185,535,-486,0.4358,0.44,0.38,3.1,297,14,298.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,22,22,8,50.4,0.412,0.863,0.007,460,635,-125.2,0.3161,0.44,0.22,3.6,322,14,298.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,1,22,22,9,93.7,0.524,1.239,0.011,731,910,-138.2,0.3161,0.44,0.17,4.6,318,14,298.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,1,22,22,10,129.5,0.64,1.479,0.005,900,1226,-181.9,0.3161,0.44,0.16,5.7,344,14,299.1,2,0,0,89,1010,4,NAD-SFC,Sub_CC
23,1,22,22,11,141.6,0.691,1.583,0.005,1011,1376,-209.9,0.3161,0.44,0.16,6.2,338,14,300.1,2,0,0,79,1010,6,NAD-SFC,NoSubs
23,1,22,22,12,155.5,0.694,1.654,0.005,1050,1386,-193.3,0.3161,0.44,0.16,6.2,333,14,300.1,2,0,0,84,1010,6,NAD-SFC,NoSubs
23,1,22,22,13,159.6,0.793,1.689,0.005,1089,1690,-281.3,0.3161,0.44,0.16,7.2,347,14,301.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,1,22,22,14,155,0.443,1.691,0.007,1125,857,-50.6,0.3161,0.44,0.16,3.6,337,14,301.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,1,22,22,15,140.1,0.393,1.65,0.006,1156,600,-38.9,0.3161,0.44,0.16,3.1,355,14,301.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,1,22,22,16,116.1,0.373,1.561,0.006,1182,548,-40.3,0.4728,0.44,0.16,2.6,14,14,301.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,1,22,22,17,84.7,0.218,1.413,0.005,1201,261,-10.9,0.2793,0.44,0.18,1.5,259,14,302.1,2,0,0,70,1010,6,NAD-SFC,NoSubs
23,1,22,22,18,46.6,0.204,1.161,0.005,1211,222,-16.5,0.2793,0.44,0.23,1.5,236,14,302.1,2,0,0,70,1010,6,NAD-SFC,NoSubs
23,1,22,22,19,7.3,0.493,0.628,0.005,1212,831,-1470.5,0.73,0.44,0.4,3.6,125,14,302.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,1,22,22,20,-39.2,0.456,-9,-9,-999,741,217.6,0.8204,0.44,1,3.6,177,14,303.1,2,0,0,62,1010,6,NAD-SFC,NoSubs
23,1,22,22,21,-46.1,0.534,-9,-9,-999,935,297.4,0.8204,0.44,1,4.1,170,14,302.1,2,0,0,66,1010,6,NAD-SFC,NoSubs
23,1,22,22,22,-52.8,0.61,-9,-9,-999,1141,386.7,0.8204,0.44,1,4.6,175,14,301.1,2,0,0,66,1010,6,NAD-SFC,NoSubs
23,1,22,22,23,-39.4,0.456,-9,-9,-999,761,215.8,0.8204,0.44,1,3.6,161,14,301.1,2,0,0,66,1010,6,NAD-SFC,NoSubs
23,1,22,22,24,-32.3,0.374,-9,-9,-999,554,145.2,0.8204,0.44,1,3.1,143,14,301.1,2,0,0,66,1010,6,NAD-SFC,NoSubs
23,1,23,23,1,-23.1,0.266,-9,-9,-999,337,73.5,0.73,0.44,1,2.6,130,14,300.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,1,23,23,2,-13.2,0.151,-9,-9,-999,149,23.7,0.2793,0.44,1,2.6,227,14,299.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,23,23,3,-13.2,0.151,-9,-9,-999,141,23.7,0.2793,0.44,1,2.6,250,14,299.1,2,0,0,84,1010,6,NAD-SFC,NoSubs
23,1,23,23,4,-7.6,0.107,-9,-9,-999,85,14.6,0.2793,0.44,1,2.1,260,14,298.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,23,23,5,-7.6,0.107,-9,-9,-999,84,14.6,0.2793,0.44,1,2.1,259,14,298.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,23,23,6,-31.5,0.361,-9,-9,-999,520,134,0.4358,0.44,1,3.6,281,14,298.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,23,23,7,8.4,0.129,0.232,0.005,54,180,-23.3,0.2793,0.44,0.38,1,229,14,297.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,23,23,8,48,0.227,0.915,0.005,575,260,-22,0.4358,0.44,0.22,1.5,297,14,297.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,23,23,9,85.7,0.199,1.247,0.005,816,214,-8.3,0.5791,0.44,0.18,1,215,14,297.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,1,23,23,10,-999,-9,-9,-9,816,-999,-99999,0.6636,0.44,0.16,1,69,14,298.1,2,0,0,89,1010,99,NAD-SFC,NoSubs
23,1,23,23,11,-999,-9,-9,-9,817,-999,-99999,0.4358,0.44,0.16,1.5,276,14,299.1,2,0,0,84,1010,99,NAD-SFC,NoSubs
23,1,23,23,12,-999,-9,-9,-9,817,-999,-99999,0.4358,0.44,0.16,1.5,314,14,299.1,2,0,0,89,1010,99,NAD-SFC,NoSubs
23,1,23,23,13,-999,-9,-9,-9,817,-999,-99999,0.3161,0.44,0.16,1,340,14,300.1,2,0,0,79,1010,99,NAD-SFC,NoSubs
23,1,23,23,14,-999,-9,-9,-9,818,-999,-99999,0.8204,0.44,0.16,1.5,179,14,302.1,2,0,0,70,1010,99,NAD-SFC,NoSubs
23,1,23,23,15,-999,-9,-9,-9,818,-999,-99999,0.73,0.44,0.16,4.6,110,14,302.1,2,0,0,70,1010,99,NAD-SFC,NoSubs
23,1,23,23,16,-999,-9,-9,-9,818,-999,-99999,0.73,0.44,0.16,5.1,113,14,302.1,2,0,0,70,1010,99,NAD-SFC,NoSubs
23,1,23,23,17,93,0.862,1.309,0.005,871,1920,-620.4,0.73,0.44,0.18,6.2,122,14,302.1,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,1,23,23,18,46.6,0.668,1.05,0.005,895,1359,-575.4,0.8204,0.44,0.23,4.6,135,14,300.1,2,0,0,84,1010,1,NAD-SFC,NoSubs
23,1,23,23,19,1.4,0.579,0.324,0.005,896,1071,-8888,0.8204,0.44,0.41,4.1,144,14,300.1,2,0,0,94,1010,1,NAD-SFC,Sub_CC
23,1,23,23,20,-60.6,0.575,-9,-9,-999,1046,282.2,0.73,0.44,1,4.6,131,14,300.1,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,1,23,23,21,-58.5,0.577,-9,-9,-999,1051,295,0.73,0.44,1,4.6,127,14,299.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,1,23,23,22,-20.9,0.206,-9,-9,-999,426,37.4,0.5791,0.44,1,2.6,197,14,298.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,1,23,23,23,-8.3,0.107,-9,-9,-999,140,13.5,0.2793,0.44,1,2.1,267,14,297.1,2,0,0,83,1010,3,NAD-SFC,Sub_CC
23,1,23,23,24,-12,0.138,-9,-9,-999,123,19.6,0.6636,0.44,1,2.1,50,14,297.1,2,0,0,78,1010,3,NAD-SFC,Sub_CC
23,1,24,24,1,-999,-9,-9,-9,-999,-999,-99999,0.5791,0.44,1,3.1,206,14,297.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,1,24,24,2,-999,-9,-9,-9,-999,-999,-99999,0.8204,0.44,1,1,179,14,297.1,2,0,0,78,1010,99,NAD-SFC,NoSubs
23,1,24,24,3,-999,-9,-9,-9,-999,-999,-99999,0.2793,0.44,1,3.1,257,14,296.1,2,0,0,78,1010,99,NAD-SFC,NoSubs
23,1,24,24,4,-999,-9,-9,-9,-999,-999,-99999,0.2793,0.44,1,2.1,248,14,296.1,2,0,0,78,1010,99,NAD-SFC,NoSubs
23,1,24,24,5,-999,-9,-9,-9,-999,-999,-99999,0.4358,0.44,1,2.1,309,14,295.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,1,24,24,6,-999,-9,-9,-9,-999,-999,-99999,0.4358,0.44,1,2.1,282,14,295.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,1,24,24,7,-999,-9,-9,-9,-999,-999,-99999,0.4358,0.44,0.38,2.6,287,14,294.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,1,24,24,8,-999,-9,-9,-9,-999,-999,-99999,0.4358,0.44,0.22,1.5,293,14,294.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,1,24,24,9,-999,-9,-9,-9,-999,-999,-99999,0.5791,0.44,0.18,1.5,218,14,293.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,1,24,24,10,-999,-9,-9,-9,-999,-999,-99999,0.2793,0.44,0.16,2.1,244,14,296.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,1,24,24,11,-999,-9,-9,-9,-999,-999,-99999,0.4358,0.44,0.16,2.6,277,14,297.1,2,0,0,69,1010,99,NAD-SFC,NoSubs
23,1,24,24,12,-999,-9,-9,-9,-999,-999,-99999,0.3161,0.44,0.16,2.6,328,14,299.1,2,0,0,70,1010,99,NAD-SFC,NoSubs
23,1,24,24,13,-999,-9,-9,-9,-999,-999,-99999,0.3161,0.44,0.16,3.1,339,14,301.1,2,0,0,62,1010,99,NAD-SFC,NoSubs
23,1,24,24,14,-999,-9,-9,-9,-999,-999,-99999,0.3161,0.44,0.16,3.6,337,14,302.1,2,0,0,55,1010,99,NAD-SFC,NoSubs
23,1,24,24,15,-999,-9,-9,-9,-999,-999,-99999,0.3161,0.44,0.16,2.6,343,14,304.1,2,0,0,49,1010,99,NAD-SFC,NoSubs
23,1,24,24,16,129.3,0.39,-9,-9,-999,585,-41.3,0.3161,0.44,0.16,3.1,328,14,305.1,2,0,0,49,1010,1,NAD-SFC,NoSubs
23,1,24,24,17,92.6,0.38,-9,-9,-999,562,-53.3,0.3161,0.44,0.18,3.1,338,14,305.1,2,0,0,46,1010,1,NAD-SFC,NoSubs
23,1,24,24,18,48.6,0.786,-9,-9,-999,1674,-900.4,0.73,0.44,0.23,5.7,92,14,305.1,2,0,0,56,1010,1,NAD-SFC,NoSubs
23,1,24,24,19,2.9,0.692,-9,-9,-999,1396,-8888,0.73,0.44,0.41,5.1,92,14,304.1,2,0,0,62,1010,1,NAD-SFC,NoSubs
23,1,24,24,20,-64,0.741,-9,-9,-999,1529,573.1,0.73,0.44,1,5.7,132,14,302.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,1,24,24,21,-64,0.651,-9,-9,-999,1273,388,0.73,0.44,1,5.1,115,14,301.1,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,1,24,24,22,-50.8,0.502,-9,-9,-999,879,224.5,0.73,0.44,1,4.1,125,14,300.1,2,0,0,84,1010,3,NAD-SFC,NoSubs
23,1,24,24,23,-34.7,0.342,-9,-9,-999,504,103.6,0.73,0.44,1,3.1,133,14,299.1,2,0,0,89,1010,3,NAD-SFC,NoSubs
23,1,24,24,24,-36.5,0.36,-9,-9,-999,518,114.9,0.8204,0.44,1,3.1,149,14,299.1,2,0,0,94,1010,3,NAD-SFC,Sub_CC
23,1,25,25,1,-23.2,0.266,-9,-9,-999,334,73,0.73,0.44,1,2.6,130,14,299.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,25,25,2,-12.8,0.142,-9,-9,-999,138,20.2,0.73,0.44,1,2.1,112,14,299.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,1,25,25,3,-11.1,0.138,-9,-9,-999,123,21.2,0.6636,0.44,1,2.1,54,14,299.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,1,25,25,4,-6.2,0.098,-9,-9,-999,74,13.8,0.6636,0.44,1,1.5,55,14,299.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,1,25,25,5,-5.3,0.089,-9,-9,-999,63,11.7,0.4728,0.44,1,1.5,1,14,299.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,1,25,25,6,-10.2,0.124,-9,-9,-999,105,16.8,0.4728,0.44,1,2.1,5,14,299.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,1,25,25,7,3.1,0.418,0.154,0.007,41,649,-2095.2,0.4358,0.44,0.39,3.6,296,14,298.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,1,25,25,8,48.8,0.393,0.785,0.006,356,593,-112.3,0.4358,0.44,0.22,3.1,301,14,298.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,1,25,25,9,-999,-9,-9,-9,356,-999,-99999,0.4358,0.44,0.18,3.1,314,14,298.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,1,25,25,10,-999,-9,-9,-9,357,-999,-99999,0.3161,0.44,0.16,3.6,322,14,299.1,2,0,0,84,1010,99,NAD-SFC,NoSubs
23,1,25,25,11,-999,-9,-9,-9,358,-999,-99999,0.3161,0.44,0.16,5.1,321,14,300.1,2,0,0,74,1010,99,NAD-SFC,NoSubs
23,1,25,25,12,-999,-9,-9,-9,359,-999,-99999,0.3161,0.44,0.16,5.1,328,14,301.1,2,0,0,70,1010,99,NAD-SFC,NoSubs
23,1,25,25,13,-999,-9,-9,-9,360,-999,-99999,0.3161,0.44,0.16,5.7,343,14,303.1,2,0,0,62,1010,99,NAD-SFC,NoSubs
23,1,25,25,14,-999,-9,-9,-9,361,-999,-99999,0.3161,0.44,0.16,6.2,352,14,304.1,2,0,0,59,1010,99,NAD-SFC,NoSubs
23,1,25,25,15,156.9,0.715,1.449,0.005,699,1451,-209.8,0.4728,0.44,0.16,5.7,2,14,305.1,2,0,0,56,1010,1,NAD-SFC,NoSubs
23,1,25,25,16,129.7,0.709,1.431,0.005,815,1434,-247.8,0.4728,0.44,0.16,5.7,10,14,306.1,2,0,0,49,1010,1,NAD-SFC,NoSubs
23,1,25,25,17,93.5,0.475,1.319,0.008,885,846,-103.5,0.3161,0.44,0.18,4.1,346,14,307.1,2,0,0,47,1010,1,NAD-SFC,NoSubs
23,1,25,25,18,-999,-9,-9,-9,886,-999,-99999,0.5371,0.44,0.23,3.1,999,14,308.1,2,0,0,44,1010,99,NAD-SFC,NoSubs
23,1,25,25,19,-999,-9,-9,-9,884,-999,-99999,0.73,0.44,0.41,4.1,91,14,306.1,2,0,0,59,1010,99,NAD-SFC,NoSubs
23,1,25,25,20,-999,-9,-9,-9,-999,-999,-99999,0.73,0.44,1,4.6,90,14,305.1,2,0,0,63,1010,99,NAD-SFC,NoSubs
